ref_code,token,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,total_dr_usd
-999999,spETH,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
-999999,stUSDS,,,,,,,,,,,,,,18189.707755905507,38392.69112774794,34483.22990336034,2567.498843936495,2940.9735911145144,8379.943235092931,3403.7477577220584,3088.4834466001053,2931.3198152382683,114377.59547671815
-999999,USDS-CLE,1723.6920202524464,9340.458411692249,8895.985037401835,6963.367239195586,6361.5054967709775,4467.28289007443,4218.210859257115,3861.685888545295,3898.7624365131383,3475.118244884933,3432.990434304532,3003.4071595807663,993.1211996278436,1837.3868721759745,2071.6401138393558,3043.555905946383,3577.671967725463,2132.665476014649,1631.1025462245539,1235.529987281137,893.9614049883403,731.8733595275276,77790.97495182454
-999999,USDS-SKY,75116.03443617138,181366.6355993637,148973.66017993915,109451.23108192331,84897.86629267626,27842.189682601907,25897.554620375224,24371.989009874073,23359.284325510216,17346.651770641405,14825.209311820323,13868.566646110778,11976.462017914973,11049.742973151673,9515.9477855527,9891.875621975152,8027.601556603575,4570.906514113384,4471.409977448357,3634.3821006577014,3717.3555294356265,3584.6962025791618,817757.2532364402
-999999,USDS-SPK,,,,,,,,,,182.2250906234949,25651.738095080127,25559.71265035364,13171.135908265445,4351.436152677302,1463.1243687486553,643.1814057557207,445.268378188312,208.5922308892758,351.4855199287977,397.73319432184815,172.48471755420894,121.17341196154148,72719.29112434837
0,spUSDC,,,,,,,,,,,,,,,,,,,,4.772900470832357e-7,0.000014911404290302684,0.001148618918347173,0.0011640076126845588
0,stUSDS,,,,,,,,,,,,,,36.67546250137465,64.43892638482573,55.30583890452396,0.004870332829624501,0.004434183849103175,0.004937199097313404,0.004801662105313361,0.004991336380264063,0.004855363181039349,156.449117868167
0,sUSDC,,,,,,,,,,4629.587340101209,9198.946928802154,15869.17184638392,6073.4908077725895,3854.2543222958457,2227.3329292759545,44.73485785869837,35.70064279339115,31.872545359592486,34.76622663549231,29.80222028207571,23.72967208439656,17.093291250896996,42070.48363089622
0,sUSDS,474.5074003822151,8164.179615833277,10401.038998041564,11525.336631591696,32263.423390345357,18255.40741832472,8292.155016715971,7586.504210698294,7915.770444780208,4693.855075672737,4442.017386317571,3968.4720882222678,3757.215886906588,3550.31251236605,2687.476135083975,2823.034588043094,1962.214307494293,1004.4635239598526,3118.9311782473906,9686.652415387507,14812.28084932782,7210.632619214879,168595.88169295734
0,USDS-CLE,,,,,118.4355573440726,13.692982902488524,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.00042360231015337035,0.0003826085382030442,324.5719582459788,1121.4381124454737,340.38485218245245,171.04553525016163,2089.57481972924
