ref_code,token,blockchain,source,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06,total_dr_usd
-999999,spETH,ethereum,sp,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
-999999,stUSDS,ethereum,stusds,,,,,,,,,,,,,,18189.707755905507,38392.69112774795,34483.229903360334,2567.498843936495,2940.9735911145144,8379.94323509293,3403.7477577220575,3088.4834466001053,2416.313685152217,113862.5893466321
-999999,USDS-CLE,ethereum,farms,1723.6920202524464,9340.458411692249,8895.985037401835,6963.367239195586,6361.5054967709775,4467.28289007443,4218.210859257115,3861.685888545295,3898.7624365131383,3475.118244884933,3432.990434304532,3003.4071595807663,993.1211996278436,1837.3868721759745,2071.6401138393558,3043.555905946383,3577.671967725463,2132.665476014649,1631.1025462245539,1235.529987281137,893.9614049883403,609.7187024347323,77668.82029473175
-999999,USDS-SKY,ethereum,farms,75116.03443617138,181366.6355993637,148973.66017993915,109451.23108192331,84897.86629267626,27842.189682601907,25897.554620375224,24371.989009874073,23359.284325510216,17346.651770641405,14825.209311820323,13868.566646110778,11976.462017914973,11049.742973151673,9515.9477855527,9891.875621975152,8027.601556603575,4570.906514113384,4471.409977448357,3634.3821006577014,3717.3555294356265,2987.299411307863,817159.856445169
-999999,USDS-SPK,ethereum,farms,,,,,,,,,,182.2250906234949,25651.738095080127,25559.71265035364,13171.135908265445,4351.436152677302,1463.1243687486553,643.1814057557207,445.268378188312,208.5922308892758,351.4855199287977,397.73319432184815,172.48471755420894,106.12918294479022,72704.24689533161
0,spUSDC,ethereum,sp,,,,,,,,,,,,,,,,,,,,4.772900470832357e-7,0.000014911404290332105,0.0011466197552990488,0.001162008449636464
0,stUSDS,ethereum,stusds,,,,,,,,,,,,,,36.675462501374646,64.43892638482573,55.30583890452397,0.004870332829624502,0.004434183849103175,0.004937199097313404,0.004801662105313361,0.004991336380264062,0.004044086352798623,156.44830659133876
0,sUSDC,arbitrum,susds_susdc,,,,,,,,,,,0.0010372805599828737,0.0033646596929585867,0.000015377694592366017,0.001401690104488871,0.00001549511896085086,0.00001606855861225034,0.0000134421458878227,0.000012179838859553773,0.000013526887505251924,0.0016670788740985269,0.002758210452330819,0.00014551560029711657,0.01046052552857489
0,sUSDC,base,susds_susdc,,,,,,,,,,,0.05031571988001554,0.03350346775567095,0.031393027298844786,0.035588846868033625,0.03316816635422311,0.061866430740192026,0.05449936169050186,0.046510061366236484,0.06617467514697369,0.10981983239118795,0.1308808580879391,0.09626072205641474,0.7499811696362338
0,sUSDC,ethereum,susds_susdc,,,,,,,,,,4629.502004343692,9198.895575852413,15869.134978256467,6073.459399367594,3854.21733175885,2227.2997456141925,44.67297535902043,35.646129989339855,31.826023116368162,34.700038433135425,29.68849686788438,23.59250068012298,14.151075824399191,42066.78627546348
0,sUSDC,optimism,susds_susdc,,,,,,,,,,,,,,,,,,,,0.00021171893181911285,0.0004038404561242833,0.0001367040215340339,0.00075226340947743
0,sUSDC,unichain,susds_susdc,,,,,,,,,,0.08533575751636205,,,4.3500542443472247e-16,2.5014665343124112e-11,2.8981093114597717e-10,3.7912361663647536e-10,2.1492075748293664e-10,2.019223429330706e-9,3.2237785473714716e-10,0.002024783994223182,0.0031284952771767054,0.000031698533665019694,0.09052073857189866
0,sUSDS,arbitrum,psm3_arbitrum,,,,,,,1416.3476316349456,3600.391979979363,5394.218334718594,8894.900642017712,7507.685629348704,12231.458077883543,17794.95469419635,28434.621536549435,28227.044257766203,37592.413759882846,41935.34985837368,45215.68931555999,55862.040135580304,52617.35244024354,53129.538696107855,43919.537617140704,443773.5446069837
0,sUSDS,base,psm3_base,,,0.00021682643606817057,0.04221284388716598,1.2189676580740634,60.322580438150744,1470.5675894828978,3357.273963283128,6376.498095090194,6321.69390573768,5891.2199403308605,3382.250276323667,3697.601391665943,2992.2751767144528,3712.195540863337,4278.714910310002,4173.720249556032,3885.892711844961,5101.577411444659,5772.285533035859,4317.5241466064945,2392.530193176034,67185.40501323275
0,sUSDS,ethereum,susds_susdc,474.50740038221517,8164.179615833277,10401.038998041568,11525.336631591696,32263.423390345357,18255.40741832472,8292.155016715973,7586.5042106982955,7915.770444780208,4693.855075672735,4442.017386317571,3968.4720882222678,3757.215886906587,3550.3125123660484,2687.476135083975,2823.0345880430946,1962.214307494293,1004.463523959853,3118.93117824739,9686.652415387505,14812.280849327823,6042.742340668096,167427.99141441056
0,sUSDS,optimism,psm3_optimism,,,,,,,,,,21978.622770622434,10282.013729185219,16893.169900408575,30184.23176666405,26781.61289784387,33371.8422609291,47852.07895414821,30405.085615462005,14954.095131696504,8609.922431456967,6002.805230226429,2815.998281291378,1447.5465810173187,251579.02555095206
0,sUSDS,unichain,psm3_unichain,,,,,,,,,,6877.089936293208,14149.743673572812,16404.4870386806,15147.348411276125,12789.774639817793,5566.643584460253,2770.2301230522703,1269.6682292989103,597.8307115308852,269.18927594797447,145.8227626544027,80.81846805103629,51.29924482029388,76119.94609945657
0,USDS-CLE,ethereum,farms,,,,,118.4355573440726,13.692982902488524,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.0004916811533117738,0.0005080705250888329,0.00042360231015337035,0.0003826085382030442,324.5719582459788,1121.4381124454737,340.38485218245245,142.53794604180135,2061.0672305208795
